name,split,netTime
Finn Große-Freese,T2,05:39:57.045
Sven Thalmann,T2,05:40:11.318
Kacper Stepniak,T2,05:40:12.553
Mathias Lyngsø Petersen,T2,05:40:25.682
Jonas Hoffmann,T2,05:40:32.521
Dylan Magnien,T2,05:40:43.381
Henrik Goesch,T2,05:41:26.764
Jordi Montraveta Moya,T2,05:41:30.154
Harry Palmer,T2,05:41:41.928
Jon Saeveras Breivold,T2,05:41:42.596
Luciano Taccone,T2,05:42:00.896
Patrick Lange,T2,05:42:39.889
Fernando Toldi,T2,05:43:42.439
Joe Skipper,T2,05:43:54.389
Filipe Azevedo,T2,05:44:14.475
Kristian Grue,T2,05:44:33.389
Dominik Sowieja,T2,05:45:16.58
Benjamin Zorgnotti,T2,05:47:27.498
Chris Leiferman,T2,05:52:02.307
Andre Lopes,T2,05:53:08.525
Dario Giovine,T2,05:53:25.83
Bart Aernouts,T2,05:55:29.541
Andrea Salvisberg,T2,05:56:28.65
Mattia Ceccarelli,T2,06:00:44.033
Jack Moody,T2,06:02:46.799
Matt Hanson,T2,06:04:44.064
Daniel Bækkegård,T2,06:05:11.642
Sam Laidlow,RUN1,05:21:54.88
Marten Van Riel,RUN1,05:21:55.462
Gustav Iden,RUN1,05:22:21.642
Kristian Blummenfelt,RUN1,05:22:22.892
Casper Stornes,RUN1,05:22:36.001
Nick Thompson,RUN1,05:22:36.142
Jamie Riddle,RUN1,05:27:55.505
Magnus Ditlev,RUN1,05:27:57.938
Jonas Schomburg,RUN1,05:30:37.177
Matthew Marquardt,RUN1,05:31:35.837
Rudy Von Berg,RUN1,05:33:45.802
Kristian Høgenhaug,RUN1,05:34:24.118
Antonio Benito,RUN1,05:34:45.188
Nathan Guerbeur,RUN1,05:34:47.946
Federico Scarabino,RUN1,05:34:52.278
Cameron Wurf,RUN1,05:35:31.829
Jan Stratmann,RUN1,05:36:37.427
Paul Schuster,RUN1,05:37:56.364
Sam Long,RUN1,05:38:28.255
Leon Chevalier,RUN1,05:38:32.712
Wilhelm Hirsch,RUN1,05:40:07.833
Finn Große-Freese,RUN1,05:40:19.567
Sven Thalmann,RUN1,05:40:35.903
Kacper Stepniak,RUN1,05:40:36.606
Mathias Lyngsø Petersen,RUN1,05:40:49.036
Jonas Hoffmann,RUN1,05:40:55.966
Dylan Magnien,RUN1,05:41:06.231
Henrik Goesch,RUN1,05:41:51.763
Jordi Montraveta Moya,RUN1,05:41:56.196
Jon Saeveras Breivold,RUN1,05:42:07.001
Harry Palmer,RUN1,05:42:14.899
Luciano Taccone,RUN1,05:42:26.634
Patrick Lange,RUN1,05:43:02.79
Fernando Toldi,RUN1,05:44:06.013
Joe Skipper,RUN1,05:44:20.688
Filipe Azevedo,RUN1,05:44:40.263
Kristian Grue,RUN1,05:44:59.466
Dominik Sowieja,RUN1,05:45:43.856
Benjamin Zorgnotti,RUN1,05:47:52.251
Chris Leiferman,RUN1,05:52:26.255
Andre Lopes,RUN1,05:53:34.052
Dario Giovine,RUN1,05:53:50.688
Bart Aernouts,RUN1,05:55:54.845
Andrea Salvisberg,RUN1,05:56:53.005
Mattia Ceccarelli,RUN1,06:01:08.997
Jack Moody,RUN1,06:03:08.806
Matt Hanson,RUN1,06:05:07.368
Marten Van Riel,RUN2,05:25:18.379
Sam Laidlow,RUN2,05:25:19.379
Gustav Iden,RUN2,05:25:41.379
Kristian Blummenfelt,RUN2,05:25:41.379
Casper Stornes,RUN2,05:25:57.379
Nick Thompson,RUN2,05:26:06.379
Jamie Riddle,RUN2,05:31:22.379
Magnus Ditlev,RUN2,05:31:34.379
Jonas Schomburg,RUN2,05:33:44.379
Matthew Marquardt,RUN2,05:35:18.379
Rudy Von Berg,RUN2,05:37:17.379
Kristian Høgenhaug,RUN2,05:38:00.379
Antonio Benito,RUN2,05:38:08.379
Nathan Guerbeur,RUN2,05:38:10.379
Federico Scarabino,RUN2,05:39:03.379
Cameron Wurf,RUN2,05:39:18.379
Jan Stratmann,RUN2,05:40:06.379
Paul Schuster,RUN2,05:41:28.379
Leon Chevalier,RUN2,05:41:45.379
Sam Long,RUN2,05:41:47.379
Wilhelm Hirsch,RUN2,05:43:26.379
Finn Große-Freese,RUN2,05:43:35.379
Kacper Stepniak,RUN2,05:44:03.379
Sven Thalmann,RUN2,05:44:14.379
Mathias Lyngsø Petersen,RUN2,05:44:16.379
Jonas Hoffmann,RUN2,05:44:19.379
Dylan Magnien,RUN2,05:44:36.379
Henrik Goesch,RUN2,05:45:14.379
Jordi Montraveta Moya,RUN2,05:45:21.379
Jon Saeveras Breivold,RUN2,05:45:26.379
Harry Palmer,RUN2,05:45:51.379
Luciano Taccone,RUN2,05:45:51.379
Patrick Lange,RUN2,05:46:22.379
Fernando Toldi,RUN2,05:47:34.379
Joe Skipper,RUN2,05:47:57.379
Filipe Azevedo,RUN2,05:48:14.379
Kristian Grue,RUN2,05:48:35.379
Dominik Sowieja,RUN2,05:49:24.379
Benjamin Zorgnotti,RUN2,05:51:14.379
Chris Leiferman,RUN2,05:55:55.379
Andre Lopes,RUN2,05:57:12.379
Dario Giovine,RUN2,05:57:26.379
Bart Aernouts,RUN2,05:59:23.379
Andrea Salvisberg,RUN2,06:00:10.379
Mattia Ceccarelli,RUN2,06:04:53.379
Jack Moody,RUN2,06:06:30.379
Matt Hanson,RUN2,06:08:24.379
Marten Van Riel,RUN3,05:29:01.379
Sam Laidlow,RUN3,05:29:02.379
Gustav Iden,RUN3,05:29:15.379
Kristian Blummenfelt,RUN3,05:29:18.379
Casper Stornes,RUN3,05:29:34.379
Nick Thompson,RUN3,05:29:48.379
Jamie Riddle,RUN3,05:35:02.379
Magnus Ditlev,RUN3,05:35:26.379
Jonas Schomburg,RUN3,05:37:06.379
Matthew Marquardt,RUN3,05:39:26.379
Rudy Von Berg,RUN3,05:41:10.379
Antonio Benito,RUN3,05:41:45.379
Nathan Guerbeur,RUN3,05:41:53.379
Kristian Høgenhaug,RUN3,05:41:58.379
Federico Scarabino,RUN3,05:43:12.379
Cameron Wurf,RUN3,05:43:18.379
Jan Stratmann,RUN3,05:43:53.379
Paul Schuster,RUN3,05:45:19.379
Leon Chevalier,RUN3,05:45:22.379
Sam Long,RUN3,05:45:26.379
Wilhelm Hirsch,RUN3,05:47:03.379
Finn Große-Freese,RUN3,05:47:13.379
Kacper Stepniak,RUN3,05:47:52.379
Jonas Hoffmann,RUN3,05:48:01.379
Mathias Lyngsø Petersen,RUN3,05:48:06.379
Sven Thalmann,RUN3,05:48:08.379
Dylan Magnien,RUN3,05:48:15.379
Henrik Goesch,RUN3,05:48:56.379
Jordi Montraveta Moya,RUN3,05:49:09.379
Jon Saeveras Breivold,RUN3,05:49:09.379
Luciano Taccone,RUN3,05:49:40.379
Harry Palmer,RUN3,05:49:43.379
Patrick Lange,RUN3,05:50:00.379
Fernando Toldi,RUN3,05:51:30.379
Joe Skipper,RUN3,05:51:57.379
Filipe Azevedo,RUN3,05:52:06.379
Kristian Grue,RUN3,05:52:32.379
Dominik Sowieja,RUN3,05:53:31.379
Benjamin Zorgnotti,RUN3,05:55:02.379
Chris Leiferman,RUN3,05:59:40.379
Andre Lopes,RUN3,06:01:02.379
Dario Giovine,RUN3,06:01:18.379
Bart Aernouts,RUN3,06:03:12.379
Andrea Salvisberg,RUN3,06:03:49.379
Mattia Ceccarelli,RUN3,06:09:05.379
Jack Moody,RUN3,06:10:13.379
Matt Hanson,RUN3,06:11:58.379
Marten Van Riel,RUN4,05:32:31.379
Sam Laidlow,RUN4,05:32:32.379
Kristian Blummenfelt,RUN4,05:32:40.379
Gustav Iden,RUN4,05:32:42.379
Casper Stornes,RUN4,05:32:58.379
Nick Thompson,RUN4,05:33:21.379
Jamie Riddle,RUN4,05:38:39.379
Magnus Ditlev,RUN4,05:39:02.379
Jonas Schomburg,RUN4,05:40:21.379
Matthew Marquardt,RUN4,05:43:02.379
Rudy Von Berg,RUN4,05:44:51.379
Antonio Benito,RUN4,05:45:17.379
Nathan Guerbeur,RUN4,05:45:24.379
Kristian Høgenhaug,RUN4,05:45:29.379
Cameron Wurf,RUN4,05:46:58.379
Federico Scarabino,RUN4,05:47:02.379
Jan Stratmann,RUN4,05:47:56.379
Leon Chevalier,RUN4,05:48:48.379
Sam Long,RUN4,05:48:51.379
Paul Schuster,RUN4,05:49:02.379
Wilhelm Hirsch,RUN4,05:50:29.379
Finn Große-Freese,RUN4,05:50:36.379
Jonas Hoffmann,RUN4,05:51:29.379
Kacper Stepniak,RUN4,05:51:29.379
Mathias Lyngsø Petersen,RUN4,05:51:40.379
Dylan Magnien,RUN4,05:51:44.379
Henrik Goesch,RUN4,05:52:28.379
Jordi Montraveta Moya,RUN4,05:52:37.379
Jon Saeveras Breivold,RUN4,05:52:40.379
Luciano Taccone,RUN4,05:53:15.379
Patrick Lange,RUN4,05:53:20.379
Harry Palmer,RUN4,05:53:26.379
Fernando Toldi,RUN4,05:55:09.379
Filipe Azevedo,RUN4,05:55:40.379
Joe Skipper,RUN4,05:55:44.379
Kristian Grue,RUN4,05:56:10.379
Dominik Sowieja,RUN4,05:57:48.379
Benjamin Zorgnotti,RUN4,05:58:34.379
Chris Leiferman,RUN4,06:03:09.379
Andre Lopes,RUN4,06:04:42.379
Dario Giovine,RUN4,06:05:07.379
Bart Aernouts,RUN4,06:06:46.379
Andrea Salvisberg,RUN4,06:07:13.379
Jack Moody,RUN4,06:13:41.379
Matt Hanson,RUN4,06:15:23.379
Marten Van Riel,RUN5,05:36:04.379
Sam Laidlow,RUN5,05:36:10.379
Gustav Iden,RUN5,05:36:11.379
Kristian Blummenfelt,RUN5,05:36:11.379
Casper Stornes,RUN5,05:36:26.379
Nick Thompson,RUN5,05:36:53.379
Jamie Riddle,RUN5,05:42:21.379
Magnus Ditlev,RUN5,05:42:50.379
Jonas Schomburg,RUN5,05:43:38.379
Matthew Marquardt,RUN5,05:46:48.379
Rudy Von Berg,RUN5,05:48:42.379
Antonio Benito,RUN5,05:49:00.379
Nathan Guerbeur,RUN5,05:49:02.379
Kristian Høgenhaug,RUN5,05:49:14.379
Cameron Wurf,RUN5,05:50:46.379
Federico Scarabino,RUN5,05:50:49.379
Jan Stratmann,RUN5,05:51:35.379
Leon Chevalier,RUN5,05:52:26.379
Sam Long,RUN5,05:52:26.379
Paul Schuster,RUN5,05:52:50.379
Finn Große-Freese,RUN5,05:54:02.379
Wilhelm Hirsch,RUN5,05:54:07.379
Jonas Hoffmann,RUN5,05:55:04.379
Kacper Stepniak,RUN5,05:55:06.379
Dylan Magnien,RUN5,05:55:22.379
Mathias Lyngsø Petersen,RUN5,05:55:23.379
Henrik Goesch,RUN5,05:56:01.379
Jordi Montraveta Moya,RUN5,05:56:12.379
Jon Saeveras Breivold,RUN5,05:56:14.379
Luciano Taccone,RUN5,05:56:44.379
Patrick Lange,RUN5,05:56:47.379
Harry Palmer,RUN5,05:57:19.379
Fernando Toldi,RUN5,05:58:58.379
Filipe Azevedo,RUN5,05:59:20.379
Joe Skipper,RUN5,05:59:34.379
Kristian Grue,RUN5,05:59:55.379
Dominik Sowieja,RUN5,06:02:10.379
Benjamin Zorgnotti,RUN5,06:02:19.379
Chris Leiferman,RUN5,06:06:45.379
Andre Lopes,RUN5,06:08:26.379
Dario Giovine,RUN5,06:08:51.379
Bart Aernouts,RUN5,06:10:28.379
Andrea Salvisberg,RUN5,06:10:43.379
Jack Moody,RUN5,06:17:15.379
Mattia Ceccarelli,RUN5,06:17:30.379
Matt Hanson,RUN5,06:18:51.379
Sam Laidlow,RUN6,05:40:41.101
Marten Van Riel,RUN6,05:40:41.499
Gustav Iden,RUN6,05:40:41.796
Kristian Blummenfelt,RUN6,05:40:42.179
Casper Stornes,RUN6,05:40:49.347
Nick Thompson,RUN6,05:41:24.792
Jamie Riddle,RUN6,05:47:01.632
Magnus Ditlev,RUN6,05:47:31.796
Jonas Schomburg,RUN6,05:47:55.253
Matthew Marquardt,RUN6,05:51:31.601
Rudy Von Berg,RUN6,05:53:32.57
Antonio Benito,RUN6,05:53:36.546
Nathan Guerbeur,RUN6,05:53:42.781
Kristian Høgenhaug,RUN6,05:53:53.675
Cameron Wurf,RUN6,05:55:37.765
Federico Scarabino,RUN6,05:55:38.187
Jan Stratmann,RUN6,05:56:14.562
Leon Chevalier,RUN6,05:57:01.261
Sam Long,RUN6,05:57:01.46
Paul Schuster,RUN6,05:57:42.581
Finn Große-Freese,RUN6,05:58:32.023
Wilhelm Hirsch,RUN6,05:58:39.972
Jonas Hoffmann,RUN6,05:59:34.995
Kacper Stepniak,RUN6,05:59:39.304
Dylan Magnien,RUN6,05:59:55.261
Mathias Lyngsø Petersen,RUN6,06:00:00.894
Henrik Goesch,RUN6,06:00:33.05
Jon Saeveras Breivold,RUN6,06:00:44.609
Jordi Montraveta Moya,RUN6,06:00:49.468
Patrick Lange,RUN6,06:01:07.578
Luciano Taccone,RUN6,06:01:24.453
Harry Palmer,RUN6,06:02:03.351
Fernando Toldi,RUN6,06:03:44.601
Filipe Azevedo,RUN6,06:04:09.238
Joe Skipper,RUN6,06:04:27.425
Kristian Grue,RUN6,06:04:43.66
Benjamin Zorgnotti,RUN6,06:07:18.593
Dominik Sowieja,RUN6,06:07:27.671
Chris Leiferman,RUN6,06:11:19.57
Andre Lopes,RUN6,06:13:14.62
Dario Giovine,RUN6,06:13:35.23
Bart Aernouts,RUN6,06:15:08.499
Andrea Salvisberg,RUN6,06:15:12.554
Jack Moody,RUN6,06:21:49.07
Mattia Ceccarelli,RUN6,06:22:47.929
Matt Hanson,RUN6,06:23:13.851
Sam Laidlow,RUN7,05:45:22.379
Casper Stornes,RUN7,05:45:23.379
Marten Van Riel,RUN7,05:45:23.379
Gustav Iden,RUN7,05:45:24.379
Kristian Blummenfelt,RUN7,05:45:24.379
Nick Thompson,RUN7,05:46:15.379
Jamie Riddle,RUN7,05:51:52.379
Jonas Schomburg,RUN7,05:52:28.379
Magnus Ditlev,RUN7,05:52:34.379
Matthew Marquardt,RUN7,05:56:23.379
Antonio Benito,RUN7,05:58:29.379
Nathan Guerbeur,RUN7,05:58:39.379
Rudy Von Berg,RUN7,05:58:40.379
Kristian Høgenhaug,RUN7,05:58:52.379
Cameron Wurf,RUN7,06:00:34.379
Federico Scarabino,RUN7,06:00:39.379
Jan Stratmann,RUN7,06:01:08.379
Sam Long,RUN7,06:01:44.379
Leon Chevalier,RUN7,06:01:47.379
Finn Große-Freese,RUN7,06:03:18.379
Wilhelm Hirsch,RUN7,06:03:30.379
Jonas Hoffmann,RUN7,06:04:16.379
Paul Schuster,RUN7,06:04:26.379
Kacper Stepniak,RUN7,06:04:28.379
Dylan Magnien,RUN7,06:04:41.379
Mathias Lyngsø Petersen,RUN7,06:04:49.379
Henrik Goesch,RUN7,06:05:15.379
Jon Saeveras Breivold,RUN7,06:05:29.379
Jordi Montraveta Moya,RUN7,06:05:37.379
Patrick Lange,RUN7,06:05:46.379
Luciano Taccone,RUN7,06:06:18.379
Harry Palmer,RUN7,06:07:05.379
Fernando Toldi,RUN7,06:08:50.379
Filipe Azevedo,RUN7,06:09:06.379
Joe Skipper,RUN7,06:09:35.379
Kristian Grue,RUN7,06:09:41.379
Benjamin Zorgnotti,RUN7,06:12:21.379
Dominik Sowieja,RUN7,06:12:53.379
Chris Leiferman,RUN7,06:16:08.379
Andre Lopes,RUN7,06:18:23.379
Dario Giovine,RUN7,06:18:29.379
Andrea Salvisberg,RUN7,06:19:53.379
Bart Aernouts,RUN7,06:20:02.379
Jack Moody,RUN7,06:26:40.379
Matt Hanson,RUN7,06:27:47.379
Mattia Ceccarelli,RUN7,06:28:54.379
Marten Van Riel,RUN8,05:49:01.379
Casper Stornes,RUN8,05:49:02.379
Kristian Blummenfelt,RUN8,05:49:02.379
Gustav Iden,RUN8,05:49:04.379
Sam Laidlow,RUN8,05:49:05.379
Nick Thompson,RUN8,05:50:02.379
Jamie Riddle,RUN8,05:55:40.379
Jonas Schomburg,RUN8,05:55:57.379
Magnus Ditlev,RUN8,05:56:32.379
Antonio Benito,RUN8,06:02:23.379
Nathan Guerbeur,RUN8,06:02:25.379
Rudy Von Berg,RUN8,06:02:28.379
Kristian Høgenhaug,RUN8,06:02:35.379
Cameron Wurf,RUN8,06:04:26.379
Federico Scarabino,RUN8,06:04:31.379
Jan Stratmann,RUN8,06:05:00.379
Leon Chevalier,RUN8,06:05:29.379
Sam Long,RUN8,06:05:31.379
Wilhelm Hirsch,RUN8,06:07:11.379
Finn Große-Freese,RUN8,06:07:24.379
Jonas Hoffmann,RUN8,06:07:57.379
Kacper Stepniak,RUN8,06:08:09.379
Paul Schuster,RUN8,06:08:15.379
Dylan Magnien,RUN8,06:08:22.379
Mathias Lyngsø Petersen,RUN8,06:08:36.379
Henrik Goesch,RUN8,06:08:53.379
Jon Saeveras Breivold,RUN8,06:09:19.379
Patrick Lange,RUN8,06:09:21.379
Jordi Montraveta Moya,RUN8,06:09:28.379
Luciano Taccone,RUN8,06:10:12.379
Harry Palmer,RUN8,06:11:09.379
Fernando Toldi,RUN8,06:12:47.379
Kristian Grue,RUN8,06:13:33.379
Benjamin Zorgnotti,RUN8,06:16:10.379
Dominik Sowieja,RUN8,06:17:00.379
Chris Leiferman,RUN8,06:20:39.379
Dario Giovine,RUN8,06:22:20.379
Andre Lopes,RUN8,06:22:22.379
Andrea Salvisberg,RUN8,06:23:39.379
Bart Aernouts,RUN8,06:23:51.379
Jack Moody,RUN8,06:30:20.379
Matt Hanson,RUN8,06:31:22.379
Mattia Ceccarelli,RUN8,06:33:53.379
Marten Van Riel,RUN9,05:52:36.379
Gustav Iden,RUN9,05:52:38.379
Casper Stornes,RUN9,05:52:38.379
Kristian Blummenfelt,RUN9,05:52:41.379
Sam Laidlow,RUN9,05:52:43.379
Nick Thompson,RUN9,05:53:46.379
Jamie Riddle,RUN9,05:59:20.379
Jonas Schomburg,RUN9,05:59:21.379
Magnus Ditlev,RUN9,06:00:18.379
Matthew Marquardt,RUN9,06:03:47.379
Antonio Benito,RUN9,06:06:09.379
Nathan Guerbeur,RUN9,06:06:13.379
Rudy Von Berg,RUN9,06:06:14.379
Kristian Høgenhaug,RUN9,06:06:21.379
Cameron Wurf,RUN9,06:08:13.379
Federico Scarabino,RUN9,06:08:14.379
Jan Stratmann,RUN9,06:08:47.379
Leon Chevalier,RUN9,06:09:07.379
Sam Long,RUN9,06:09:08.379
Wilhelm Hirsch,RUN9,06:10:54.379
Finn Große-Freese,RUN9,06:11:19.379
Jonas Hoffmann,RUN9,06:11:34.379
Kacper Stepniak,RUN9,06:11:45.379
Dylan Magnien,RUN9,06:12:02.379
Paul Schuster,RUN9,06:12:06.379
Mathias Lyngsø Petersen,RUN9,06:12:16.379
Henrik Goesch,RUN9,06:12:31.379
Jon Saeveras Breivold,RUN9,06:12:49.379
Patrick Lange,RUN9,06:12:50.379
Jordi Montraveta Moya,RUN9,06:13:10.379
Luciano Taccone,RUN9,06:13:52.379
Harry Palmer,RUN9,06:14:58.379
Fernando Toldi,RUN9,06:16:47.379
Filipe Azevedo,RUN9,06:16:49.379
Kristian Grue,RUN9,06:17:18.379
Joe Skipper,RUN9,06:17:21.379
Benjamin Zorgnotti,RUN9,06:19:54.379
Dominik Sowieja,RUN9,06:20:53.379
Chris Leiferman,RUN9,06:24:15.379
Dario Giovine,RUN9,06:26:04.379
Andre Lopes,RUN9,06:26:14.379
Andrea Salvisberg,RUN9,06:27:23.379
Bart Aernouts,RUN9,06:27:34.379
Jack Moody,RUN9,06:34:03.379
Matt Hanson,RUN9,06:34:49.379
Mattia Ceccarelli,RUN9,06:38:20.379
Sam Laidlow,RUN10,05:56:18.379
Gustav Iden,RUN10,05:56:18.379
Kristian Blummenfelt,RUN10,05:56:18.379
Marten Van Riel,RUN10,05:56:19.379
Casper Stornes,RUN10,05:56:23.379
Nick Thompson,RUN10,05:57:51.379
Jamie Riddle,RUN10,06:03:09.379
Jonas Schomburg,RUN10,06:03:09.379
Magnus Ditlev,RUN10,06:04:25.379
Matthew Marquardt,RUN10,06:07:44.379
Nathan Guerbeur,RUN10,06:09:53.379
Antonio Benito,RUN10,06:10:12.379
Rudy Von Berg,RUN10,06:10:15.379
Kristian Høgenhaug,RUN10,06:10:17.379
Cameron Wurf,RUN10,06:12:11.379
Federico Scarabino,RUN10,06:12:19.379
Jan Stratmann,RUN10,06:12:33.379
Leon Chevalier,RUN10,06:13:06.379
Sam Long,RUN10,06:13:06.379
Wilhelm Hirsch,RUN10,06:14:55.379
Jonas Hoffmann,RUN10,06:15:25.379
Finn Große-Freese,RUN10,06:15:28.379
Kacper Stepniak,RUN10,06:15:42.379
Dylan Magnien,RUN10,06:15:59.379
Paul Schuster,RUN10,06:16:05.379
Henrik Goesch,RUN10,06:16:26.379
Jon Saeveras Breivold,RUN10,06:16:36.379
Patrick Lange,RUN10,06:16:37.379
Jordi Montraveta Moya,RUN10,06:17:17.379
Harry Palmer,RUN10,06:19:07.379
Filipe Azevedo,RUN10,06:20:55.379
Fernando Toldi,RUN10,06:21:05.379
Kristian Grue,RUN10,06:21:26.379
Joe Skipper,RUN10,06:21:29.379
Benjamin Zorgnotti,RUN10,06:23:57.379
Dominik Sowieja,RUN10,06:25:03.379
Chris Leiferman,RUN10,06:28:06.379
Dario Giovine,RUN10,06:30:05.379
Andre Lopes,RUN10,06:30:24.379
Andrea Salvisberg,RUN10,06:31:19.379
Bart Aernouts,RUN10,06:31:35.379
Jack Moody,RUN10,06:38:04.379
Matt Hanson,RUN10,06:38:35.379
Mattia Ceccarelli,RUN10,06:42:53.379
Gustav Iden,RUN11,05:59:36.70
Sam Laidlow,RUN11,05:59:37.044
Kristian Blummenfelt,RUN11,05:59:37.427
Casper Stornes,RUN11,05:59:41.458
Marten Van Riel,RUN11,05:59:41.88
Nick Thompson,RUN11,06:01:30.602
Jamie Riddle,RUN11,06:06:36.392
Jonas Schomburg,RUN11,06:06:36.704
Magnus Ditlev,RUN11,06:08:08.895
Matthew Marquardt,RUN11,06:11:17.774
Rudy Von Berg,RUN11,06:13:52.704
Antonio Benito,RUN11,06:13:53.001
Kristian Høgenhaug,RUN11,06:13:55.868
Nathan Guerbeur,RUN11,06:14:07.29
Cameron Wurf,RUN11,06:16:04.493
Federico Scarabino,RUN11,06:16:04.802
Jan Stratmann,RUN11,06:16:31.009
Sam Long,RUN11,06:16:39.532
Leon Chevalier,RUN11,06:16:39.852
Wilhelm Hirsch,RUN11,06:18:29.931
Finn Große-Freese,RUN11,06:18:53.841
Jonas Hoffmann,RUN11,06:18:56.626
Kacper Stepniak,RUN11,06:19:12.458
Dylan Magnien,RUN11,06:19:31.22
Mathias Lyngsø Petersen,RUN11,06:19:49.747
Henrik Goesch,RUN11,06:19:54.313
Patrick Lange,RUN11,06:19:57.173
Jon Saeveras Breivold,RUN11,06:19:57.446
Paul Schuster,RUN11,06:20:18.048
Jordi Montraveta Moya,RUN11,06:20:54.626
Luciano Taccone,RUN11,06:21:30.024
Harry Palmer,RUN11,06:22:57.122
Filipe Azevedo,RUN11,06:24:40.837
Fernando Toldi,RUN11,06:25:02.317
Kristian Grue,RUN11,06:25:03.599
Joe Skipper,RUN11,06:25:13.294
Benjamin Zorgnotti,RUN11,06:27:35.806
Dominik Sowieja,RUN11,06:28:59.231
Chris Leiferman,RUN11,06:31:46.481
Dario Giovine,RUN11,06:33:41.61
Andre Lopes,RUN11,06:34:17.571
Andrea Salvisberg,RUN11,06:34:56.489
Bart Aernouts,RUN11,06:35:14.044
Jack Moody,RUN11,06:41:34.899
Matt Hanson,RUN11,06:42:04.302
Mattia Ceccarelli,RUN11,06:48:32.118
Gustav Iden,RUN12,06:02:58.379
Kristian Blummenfelt,RUN12,06:02:58.379
Sam Laidlow,RUN12,06:03:05.379
Casper Stornes,RUN12,06:03:11.379
Marten Van Riel,RUN12,06:03:13.379
Nick Thompson,RUN12,06:05:21.379
Jamie Riddle,RUN12,06:10:05.379
Jonas Schomburg,RUN12,06:10:06.379
Magnus Ditlev,RUN12,06:12:03.379
Matthew Marquardt,RUN12,06:14:59.379
Rudy Von Berg,RUN12,06:17:37.379
Antonio Benito,RUN12,06:17:37.379
Kristian Høgenhaug,RUN12,06:17:41.379
Nathan Guerbeur,RUN12,06:17:54.379
Cameron Wurf,RUN12,06:19:59.379
Federico Scarabino,RUN12,06:20:01.379
Jan Stratmann,RUN12,06:20:17.379
Sam Long,RUN12,06:20:17.379
Leon Chevalier,RUN12,06:20:21.379
Wilhelm Hirsch,RUN12,06:22:09.379
Finn Große-Freese,RUN12,06:22:24.379
Jonas Hoffmann,RUN12,06:22:36.379
Kacper Stepniak,RUN12,06:22:50.379
Dylan Magnien,RUN12,06:23:13.379
Patrick Lange,RUN12,06:23:27.379
Henrik Goesch,RUN12,06:23:29.379
Jon Saeveras Breivold,RUN12,06:23:31.379
Mathias Lyngsø Petersen,RUN12,06:23:34.379
Paul Schuster,RUN12,06:24:24.379
Jordi Montraveta Moya,RUN12,06:24:42.379
Luciano Taccone,RUN12,06:25:19.379
Harry Palmer,RUN12,06:26:56.379
Filipe Azevedo,RUN12,06:28:31.379
Kristian Grue,RUN12,06:28:48.379
Fernando Toldi,RUN12,06:29:06.379
Joe Skipper,RUN12,06:29:08.379
Benjamin Zorgnotti,RUN12,06:31:18.379
Dominik Sowieja,RUN12,06:32:58.379
Chris Leiferman,RUN12,06:35:29.379
Dario Giovine,RUN12,06:37:29.379
Andrea Salvisberg,RUN12,06:38:45.379
Andre Lopes,RUN12,06:38:56.379
Bart Aernouts,RUN12,06:38:58.379
Jack Moody,RUN12,06:45:16.379
Matt Hanson,RUN12,06:45:36.379
Gustav Iden,RUN13,06:06:25.379
Kristian Blummenfelt,RUN13,06:06:26.379
Casper Stornes,RUN13,06:06:47.379
Sam Laidlow,RUN13,06:06:48.379
Marten Van Riel,RUN13,06:07:01.379
Nick Thompson,RUN13,06:09:19.379
Jonas Schomburg,RUN13,06:13:46.379
Jamie Riddle,RUN13,06:13:52.379
Magnus Ditlev,RUN13,06:16:08.379
Matthew Marquardt,RUN13,06:18:51.379
Rudy Von Berg,RUN13,06:21:31.379
Antonio Benito,RUN13,06:21:34.379
Kristian Høgenhaug,RUN13,06:21:34.379
Nathan Guerbeur,RUN13,06:21:52.379
Cameron Wurf,RUN13,06:23:59.379
Sam Long,RUN13,06:24:03.379
Jan Stratmann,RUN13,06:24:03.379
Leon Chevalier,RUN13,06:24:17.379
Federico Scarabino,RUN13,06:24:17.379
Wilhelm Hirsch,RUN13,06:25:58.379
Finn Große-Freese,RUN13,06:25:58.379
Jonas Hoffmann,RUN13,06:26:27.379
Kacper Stepniak,RUN13,06:26:38.379
Dylan Magnien,RUN13,06:27:03.379
Henrik Goesch,RUN13,06:27:11.379
Patrick Lange,RUN13,06:27:12.379
Jon Saeveras Breivold,RUN13,06:27:13.379
Mathias Lyngsø Petersen,RUN13,06:27:29.379
Jordi Montraveta Moya,RUN13,06:28:35.379
Paul Schuster,RUN13,06:28:42.379
Luciano Taccone,RUN13,06:29:24.379
Harry Palmer,RUN13,06:31:09.379
Filipe Azevedo,RUN13,06:32:28.379
Kristian Grue,RUN13,06:32:46.379
Joe Skipper,RUN13,06:33:06.379
Fernando Toldi,RUN13,06:33:19.379
Benjamin Zorgnotti,RUN13,06:35:14.379
Dominik Sowieja,RUN13,06:37:04.379
Chris Leiferman,RUN13,06:39:20.379
Dario Giovine,RUN13,06:41:21.379
Andrea Salvisberg,RUN13,06:42:37.379
Bart Aernouts,RUN13,06:42:53.379
Andre Lopes,RUN13,06:43:10.379
Jack Moody,RUN13,06:49:02.379
Matt Hanson,RUN13,06:49:12.379
Kristian Blummenfelt,RUN14,06:09:44.379
Gustav Iden,RUN14,06:09:45.379
