name,split,netTime,place,leaderDiff
Menno Koolhaas,SWIM,00:47:01.888,1,
Sam Laidlow,SWIM,00:47:05.603,2,+00:03.72
Antonio Benito López,SWIM,00:47:07.794,3,+00:05.91
Patrick Lange,SWIM,00:47:08.794,4,+00:06.91
Gregory Barnaby,SWIM,00:47:11.665,5,+00:09.78
Kieran Lindars,SWIM,00:47:11.747,6,+00:09.86
Ben Kanute,SWIM,00:47:14.248,7,+00:12.36
Finn Große-Freese,SWIM,00:47:15.314,8,+00:13.43
Sam Appleton,SWIM,00:47:15.946,9,+00:14.06
Paul Schuster,SWIM,00:47:16.806,10,+00:14.92
Matthew Marquardt,SWIM,00:47:17.568,11,+00:15.68
Rudy Von Berg,SWIM,00:47:17.641,12,+00:15.75
Kacper Stepniak,SWIM,00:47:19.065,13,+00:17.18
Kristian Blummenfelt,SWIM,00:47:20.128,14,+00:18.24
Braden Currie,SWIM,00:47:21.192,15,+00:19.30
Daniel Bækkegård,SWIM,00:47:22.591,16,+00:20.70
Robert Wilkowiecki,SWIM,00:47:22.908,,
Nick Thompson,SWIM,00:47:25.544,17,+00:23.66
Clément Mignon,SWIM,00:47:27.10,,
David McNamee,SWIM,00:47:27.502,18,+00:25.61
Denis Chevrot,SWIM,00:47:28.28,,
Steven McKenna,SWIM,00:47:28.738,19,+00:26.85
Igor Amorelli,SWIM,00:48:14.969,20,+01:13.08
Magnus Ditlev,SWIM,00:48:17.497,21,+01:15.61
Robert Kallin,SWIM,00:48:21.581,22,+01:19.69
Dylan Magnien,SWIM,00:48:23.536,23,+01:21.65
Kristian Høgenhaug,SWIM,00:48:23.665,24,+01:21.78
Bradley Weiss,SWIM,00:48:27.123,25,+01:25.24
Mathias Petersen,SWIM,00:48:53.383,26,+01:51.50
Arnaud Guilloux,SWIM,00:50:32.48,,
Gustav Iden,SWIM,00:50:33.564,,
Andre Lopes,SWIM,00:50:34.243,27,+03:32.36
Stenn Goetstouwers,SWIM,00:50:35.712,28,+03:33.82
Matt Hanson,SWIM,00:50:36.428,29,+03:34.54
Mike Phillips,SWIM,00:50:37.288,30,+03:35.40
Jonas Hoffmann,SWIM,00:50:38.766,31,+03:36.88
Thor Bendix Madsen,SWIM,00:50:40.338,32,+03:38.45
Reinaldo Colucci,SWIM,00:50:41.143,,
Tomasz Szala,SWIM,00:50:41.607,33,+03:39.72
Leon Chevalier,SWIM,00:50:42.403,34,+03:40.52
Ben Hamilton,SWIM,00:50:43.99,35,+03:42.10
Leonard Arnold,SWIM,00:50:44.962,,
Jackson Laundry,SWIM,00:50:47.169,36,+03:45.28
Pieter Heemeryck,SWIM,00:50:48.467,,
Tristan Olij,SWIM,00:52:14.266,37,+05:12.38
Chris Leiferman,SWIM,00:52:16.524,,
Lionel Sanders,SWIM,00:52:20.009,38,+05:18.12
Jason Pohl,SWIM,00:52:22.727,39,+05:20.84
Cameron Wurf,SWIM,00:52:24.561,40,+05:22.67
Rasmus Svenningsson,SWIM,00:52:28.601,41,+05:26.71
Michael Weiss,SWIM,00:55:07.135,42,+08:05.25
Trevor Foley,SWIM,00:55:13.809,,
Matt Burton,SWIM,00:55:15.056,,
Arthur Horseau,SWIM,00:56:29.508,,
Kieran Lindars,T1,00:49:14.761,1,
Antonio Benito López,T1,00:49:20.214,2,+00:05.45
Sam Laidlow,T1,00:49:22.292,3,+00:07.53
Finn Große-Freese,T1,00:49:24.177,4,+00:09.42
Ben Kanute,T1,00:49:25.804,5,+00:11.04
Patrick Lange,T1,00:49:28.624,6,+00:13.86
Paul Schuster,T1,00:49:29.547,7,+00:14.79
Sam Appleton,T1,00:49:32.555,8,+00:17.79
Gregory Barnaby,T1,00:49:33.734,9,+00:18.97
Matthew Marquardt,T1,00:49:36.28,10,+00:21.52
Steven McKenna,T1,00:49:40.975,11,+00:26.21
Kacper Stepniak,T1,00:49:43.519,12,+00:28.76
Menno Koolhaas,T1,00:49:50.512,13,+00:35.75
Kristian Blummenfelt,T1,00:49:53.161,14,+00:38.40
Denis Chevrot,T1,00:49:55.635,,
Daniel Bækkegård,T1,00:49:56.918,15,+00:42.16
David McNamee,T1,00:49:57.94,16,+00:43.18
Rudy Von Berg,T1,00:49:58.673,17,+00:43.91
Clément Mignon,T1,00:50:00.519,,
Braden Currie,T1,00:50:02.363,18,+00:47.60
Nick Thompson,T1,00:50:06.683,19,+00:51.92
Robert Wilkowiecki,T1,00:50:11.063,,
Kristian Høgenhaug,T1,00:50:34.614,20,+01:19.85
Dylan Magnien,T1,00:50:47.356,21,+01:32.60
Magnus Ditlev,T1,00:50:49.733,22,+01:34.97
Robert Kallin,T1,00:50:53.834,23,+01:39.07
Bradley Weiss,T1,00:51:00.533,24,+01:45.77
Igor Amorelli,T1,00:51:06.20,25,+01:51.44
Mathias Petersen,T1,00:51:15.487,26,+02:00.73
Jonas Hoffmann,T1,00:52:57.367,27,+03:42.61
Matt Hanson,T1,00:53:00.913,28,+03:46.15
Andre Lopes,T1,00:53:01.834,29,+03:47.07
Leon Chevalier,T1,00:53:04.845,30,+03:50.08
Stenn Goetstouwers,T1,00:53:05.886,31,+03:51.13
Tomasz Szala,T1,00:53:11.508,32,+03:56.75
Reinaldo Colucci,T1,00:53:13.584,,
Leonard Arnold,T1,00:53:14.555,,
Jackson Laundry,T1,00:53:25.363,33,+04:10.60
Mike Phillips,T1,00:53:26.593,34,+04:11.83
Pieter Heemeryck,T1,00:53:31.033,,
Gustav Iden,T1,00:53:37.339,,
Thor Bendix Madsen,T1,00:53:37.83,35,+04:23.07
Arnaud Guilloux,T1,00:53:44.60,,
Ben Hamilton,T1,00:54:05.353,36,+04:50.59
Chris Leiferman,T1,00:54:28.501,,
Lionel Sanders,T1,00:54:54.703,37,+05:39.94
Jason Pohl,T1,00:54:55.174,38,+05:40.41
Cameron Wurf,T1,00:54:58.399,39,+05:43.64
Rasmus Svenningsson,T1,00:55:06.691,40,+05:51.93
Tristan Olij,T1,00:55:16.943,41,+06:02.18
Michael Weiss,T1,00:57:49.872,42,+08:35.11
Matt Burton,T1,00:57:50.358,,
Trevor Foley,T1,00:57:57.184,,
Arthur Horseau,T1,00:59:47.029,,
Sam Laidlow,BIKE1,00:51:47.832,1,
Kieran Lindars,BIKE1,00:51:51.126,2,+00:03.29
Antonio Benito López,BIKE1,00:51:54.736,3,+00:06.90
Finn Große-Freese,BIKE1,00:51:56.451,4,+00:08.62
Matthew Marquardt,BIKE1,00:51:59.334,5,+00:11.50
Ben Kanute,BIKE1,00:51:59.639,6,+00:11.81
Patrick Lange,BIKE1,00:52:01.552,7,+00:13.72
Paul Schuster,BIKE1,00:52:03.102,8,+00:15.27
Sam Appleton,BIKE1,00:52:05.509,9,+00:17.68
Steven McKenna,BIKE1,00:52:06.873,10,+00:19.04
Gregory Barnaby,BIKE1,00:52:08.427,11,+00:20.60
Kacper Stepniak,BIKE1,00:52:11.173,12,+00:23.34
Kristian Blummenfelt,BIKE1,00:52:23.339,13,+00:35.51
Menno Koolhaas,BIKE1,00:52:32.146,14,+00:44.31
Braden Currie,BIKE1,00:52:33.411,15,+00:45.58
Clément Mignon,BIKE1,00:52:36.017,,
Denis Chevrot,BIKE1,00:52:36.606,,
Daniel Bækkegård,BIKE1,00:52:38.831,16,+00:51.00
Rudy Von Berg,BIKE1,00:52:40.899,17,+00:53.07
David McNamee,BIKE1,00:52:41.66,18,+00:53.83
Nick Thompson,BIKE1,00:52:43.62,19,+00:55.79
Robert Wilkowiecki,BIKE1,00:52:45.412,,
Kristian Høgenhaug,BIKE1,00:53:16.123,20,+01:28.29
Dylan Magnien,BIKE1,00:53:23.905,21,+01:36.07
Magnus Ditlev,BIKE1,00:53:28.163,22,+01:40.33
Robert Kallin,BIKE1,00:53:33.354,23,+01:45.52
Bradley Weiss,BIKE1,00:53:34.925,24,+01:47.09
Mathias Petersen,BIKE1,00:53:52.382,25,+02:04.55
Igor Amorelli,BIKE1,00:53:59.388,26,+02:11.56
Leon Chevalier,BIKE1,00:55:43.487,27,+03:55.66
Matt Hanson,BIKE1,00:55:46.455,28,+03:58.62
Stenn Goetstouwers,BIKE1,00:55:47.217,29,+03:59.39
Jonas Hoffmann,BIKE1,00:55:48.581,30,+04:00.75
Andre Lopes,BIKE1,00:55:49.954,31,+04:02.12
Tomasz Szala,BIKE1,00:55:52.198,32,+04:04.37
Mike Phillips,BIKE1,00:55:54.075,33,+04:06.24
Leonard Arnold,BIKE1,00:55:54.344,,
Reinaldo Colucci,BIKE1,00:55:56.556,,
Jackson Laundry,BIKE1,00:56:04.787,34,+04:16.96
Pieter Heemeryck,BIKE1,00:56:08.63,,
Thor Bendix Madsen,BIKE1,00:56:11.08,35,+04:23.25
Gustav Iden,BIKE1,00:56:12.459,,
Arnaud Guilloux,BIKE1,00:56:14.416,,
Ben Hamilton,BIKE1,00:56:38.262,36,+04:50.43
Chris Leiferman,BIKE1,00:57:08.779,,
Lionel Sanders,BIKE1,00:57:35.678,37,+05:47.85
Cameron Wurf,BIKE1,00:57:37.665,38,+05:49.83
Jason Pohl,BIKE1,00:57:38.483,39,+05:50.65
Rasmus Svenningsson,BIKE1,00:57:44.816,40,+05:56.98
Tristan Olij,BIKE1,00:57:45.724,41,+05:57.89
Trevor Foley,BIKE1,01:00:23.067,,
Michael Weiss,BIKE1,01:00:24.299,42,+08:36.47
Matt Burton,BIKE1,01:00:26.605,,
Arthur Horseau,BIKE1,01:02:22.582,,
Sam Laidlow,BIKE2,00:54:40.527,1,
Matthew Marquardt,BIKE2,00:54:53.593,2,+00:13.07
Antonio Benito López,BIKE2,00:54:55.311,3,+00:14.78
Kieran Lindars,BIKE2,00:54:58.949,4,+00:18.42
Finn Große-Freese,BIKE2,00:55:00.707,5,+00:20.18
Ben Kanute,BIKE2,00:55:01.932,6,+00:21.40
Patrick Lange,BIKE2,00:55:03.087,7,+00:22.56
Paul Schuster,BIKE2,00:55:04.433,8,+00:23.91
Steven McKenna,BIKE2,00:55:06.621,9,+00:26.09
Kacper Stepniak,BIKE2,00:55:09.853,10,+00:29.33
Sam Appleton,BIKE2,00:55:10.685,11,+00:30.16
Gregory Barnaby,BIKE2,00:55:11.871,12,+00:31.34
Kristian Blummenfelt,BIKE2,00:55:20.614,13,+00:40.09
Clément Mignon,BIKE2,00:55:36.307,,
Braden Currie,BIKE2,00:55:37.84,14,+00:57.31
Menno Koolhaas,BIKE2,00:55:39.303,15,+00:58.78
Daniel Bækkegård,BIKE2,00:55:42.31,16,+01:01.78
Rudy Von Berg,BIKE2,00:55:43.775,17,+01:03.25
David McNamee,BIKE2,00:55:44.798,18,+01:04.27
Robert Wilkowiecki,BIKE2,00:55:47.776,,
Nick Thompson,BIKE2,00:55:50.575,19,+01:10.05
Denis Chevrot,BIKE2,00:56:00.867,,
Kristian Høgenhaug,BIKE2,00:56:20.855,20,+01:40.33
Magnus Ditlev,BIKE2,00:56:25.434,21,+01:44.91
Dylan Magnien,BIKE2,00:56:29.376,22,+01:48.85
Robert Kallin,BIKE2,00:56:36.95,23,+01:56.42
Bradley Weiss,BIKE2,00:56:38.303,24,+01:57.78
Mathias Petersen,BIKE2,00:56:55.947,25,+02:15.42
Igor Amorelli,BIKE2,00:57:20.651,26,+02:40.12
Leon Chevalier,BIKE2,00:58:44.96,27,+04:04.43
Leonard Arnold,BIKE2,00:58:50.906,,
Reinaldo Colucci,BIKE2,00:58:55.815,,
Stenn Goetstouwers,BIKE2,00:58:56.628,28,+04:16.10
Mike Phillips,BIKE2,00:58:58.907,29,+04:18.38
Andre Lopes,BIKE2,00:59:00.547,30,+04:20.02
Matt Hanson,BIKE2,00:59:03.072,31,+04:22.55
Jonas Hoffmann,BIKE2,00:59:04.276,32,+04:23.75
Tomasz Szala,BIKE2,00:59:07.642,33,+04:27.12
Jackson Laundry,BIKE2,00:59:07.71,34,+04:27.18
Thor Bendix Madsen,BIKE2,00:59:11.717,35,+04:31.19
Gustav Iden,BIKE2,00:59:13.483,,
Pieter Heemeryck,BIKE2,00:59:15.198,,
Arnaud Guilloux,BIKE2,00:59:18.556,,
Ben Hamilton,BIKE2,00:59:45.488,36,+05:04.96
Chris Leiferman,BIKE2,01:00:09.668,,
Cameron Wurf,BIKE2,01:00:41.562,37,+06:01.04
Lionel Sanders,BIKE2,01:00:46.226,38,+06:05.70
Jason Pohl,BIKE2,01:00:47.84,39,+06:07.31
Tristan Olij,BIKE2,01:00:52.65,40,+06:12.12
Rasmus Svenningsson,BIKE2,01:01:02.297,41,+06:21.77
Matt Burton,BIKE2,01:03:33.639,,
Trevor Foley,BIKE2,01:03:37.837,,
Michael Weiss,BIKE2,01:03:39.278,42,+08:58.75
Arthur Horseau,BIKE2,01:05:42.791,,
Sam Laidlow,BIKE3,01:00:19.868,1,
Matthew Marquardt,BIKE3,01:01:12.342,2,+00:52.47
Antonio Benito López,BIKE3,01:01:14.094,3,+00:54.23
Ben Kanute,BIKE3,01:01:15.99,4,+00:56.12
Kieran Lindars,BIKE3,01:01:18.042,5,+00:58.17
Patrick Lange,BIKE3,01:01:20.019,6,+01:00.15
Finn Große-Freese,BIKE3,01:01:22.411,7,+01:02.54
Paul Schuster,BIKE3,01:01:23.976,8,+01:04.11
Steven McKenna,BIKE3,01:01:25.847,9,+01:05.98
Kacper Stepniak,BIKE3,01:01:28.184,10,+01:08.32
Gregory Barnaby,BIKE3,01:01:29.673,11,+01:09.80
Sam Appleton,BIKE3,01:01:32.727,12,+01:12.86
Kristian Blummenfelt,BIKE3,01:01:36.74,13,+01:16.87
Clément Mignon,BIKE3,01:01:39.651,,
Rudy Von Berg,BIKE3,01:01:41.56,14,+01:21.69
Braden Currie,BIKE3,01:01:43.54,15,+01:23.67
Menno Koolhaas,BIKE3,01:01:45.308,16,+01:25.44
Daniel Bækkegård,BIKE3,01:01:48.85,17,+01:28.98
Nick Thompson,BIKE3,01:01:51.14,18,+01:31.27
David McNamee,BIKE3,01:01:58.222,19,+01:38.35
Magnus Ditlev,BIKE3,01:02:17.969,20,+01:58.10
Robert Wilkowiecki,BIKE3,01:02:18.187,,
Kristian Høgenhaug,BIKE3,01:02:20.817,21,+02:00.95
Robert Kallin,BIKE3,01:02:52.841,22,+02:32.97
Bradley Weiss,BIKE3,01:02:53.615,23,+02:33.75
Dylan Magnien,BIKE3,01:02:54.616,24,+02:34.75
Denis Chevrot,BIKE3,01:02:58.217,,
Mathias Petersen,BIKE3,01:03:04.131,25,+02:44.26
Igor Amorelli,BIKE3,01:04:08.396,26,+03:48.53
Leon Chevalier,BIKE3,01:04:54.507,27,+04:34.64
Leonard Arnold,BIKE3,01:05:10.435,,
Mike Phillips,BIKE3,01:05:17.131,28,+04:57.26
Jackson Laundry,BIKE3,01:05:17.929,29,+04:58.06
Thor Bendix Madsen,BIKE3,01:05:20.868,30,+05:01.00
Gustav Iden,BIKE3,01:05:23.152,,
Matt Hanson,BIKE3,01:05:25.665,31,+05:05.80
Pieter Heemeryck,BIKE3,01:05:26.225,,
Reinaldo Colucci,BIKE3,01:05:29.149,,
Stenn Goetstouwers,BIKE3,01:05:30.615,32,+05:10.75
Andre Lopes,BIKE3,01:05:33.195,33,+05:13.33
Jonas Hoffmann,BIKE3,01:05:35.149,34,+05:15.28
Tomasz Szala,BIKE3,01:05:38.744,35,+05:18.88
Arnaud Guilloux,BIKE3,01:05:40.235,,
Ben Hamilton,BIKE3,01:06:02.408,36,+05:42.54
Chris Leiferman,BIKE3,01:06:25.389,,
Cameron Wurf,BIKE3,01:06:44.07,37,+06:24.20
Lionel Sanders,BIKE3,01:07:07.845,38,+06:47.98
Tristan Olij,BIKE3,01:07:11.568,39,+06:51.70
Jason Pohl,BIKE3,01:07:13.179,40,+06:53.31
Rasmus Svenningsson,BIKE3,01:07:51.366,41,+07:31.50
Matt Burton,BIKE3,01:09:48.308,,
Trevor Foley,BIKE3,01:09:56.595,,
Michael Weiss,BIKE3,01:09:58.819,42,+09:38.95
Arthur Horseau,BIKE3,01:12:26.716,,
Sam Laidlow,BIKE4,01:07:53.407,1,
Matthew Marquardt,BIKE4,01:09:00.675,2,+01:07.27
Patrick Lange,BIKE4,01:09:01.801,3,+01:08.39
Antonio Benito López,BIKE4,01:09:03.243,4,+01:09.84
Ben Kanute,BIKE4,01:09:04.72,5,+01:11.31
Finn Große-Freese,BIKE4,01:09:05.975,6,+01:12.57
Paul Schuster,BIKE4,01:09:07.523,7,+01:14.12
Kieran Lindars,BIKE4,01:09:09.591,8,+01:16.18
Kristian Blummenfelt,BIKE4,01:09:12.087,9,+01:18.68
Steven McKenna,BIKE4,01:09:13.602,10,+01:20.19
Kacper Stepniak,BIKE4,01:09:15.345,11,+01:21.94
Rudy Von Berg,BIKE4,01:09:16.468,12,+01:23.06
Gregory Barnaby,BIKE4,01:09:17.272,13,+01:23.86
Sam Appleton,BIKE4,01:09:19.222,14,+01:25.81
Menno Koolhaas,BIKE4,01:09:20.675,15,+01:27.27
Daniel Bækkegård,BIKE4,01:09:22.615,16,+01:29.21
Clément Mignon,BIKE4,01:09:24.77,,
Nick Thompson,BIKE4,01:09:26.845,17,+01:33.44
Braden Currie,BIKE4,01:09:28.519,18,+01:35.11
David McNamee,BIKE4,01:09:46.264,19,+01:52.86
Magnus Ditlev,BIKE4,01:10:04.359,20,+02:10.95
Robert Wilkowiecki,BIKE4,01:10:07.809,,
Kristian Høgenhaug,BIKE4,01:10:07.984,21,+02:14.58
Robert Kallin,BIKE4,01:10:49.877,22,+02:56.47
Bradley Weiss,BIKE4,01:10:51.148,23,+02:57.74
Mathias Petersen,BIKE4,01:10:52.644,24,+02:59.24
Dylan Magnien,BIKE4,01:10:55.084,25,+03:01.68
Denis Chevrot,BIKE4,01:11:30.676,,
Igor Amorelli,BIKE4,01:12:43.888,26,+04:50.48
Leon Chevalier,BIKE4,01:12:50.228,27,+04:56.82
Thor Bendix Madsen,BIKE4,01:12:57.227,28,+05:03.82
Gustav Iden,BIKE4,01:12:58.719,,
Leonard Arnold,BIKE4,01:13:00.541,,
Jackson Laundry,BIKE4,01:13:02.053,29,+05:08.65
Mike Phillips,BIKE4,01:13:04.48,30,+05:11.07
Matt Hanson,BIKE4,01:13:17.885,31,+05:24.48
Arnaud Guilloux,BIKE4,01:13:19.021,,
Stenn Goetstouwers,BIKE4,01:13:20.338,32,+05:26.93
Jonas Hoffmann,BIKE4,01:13:23.833,33,+05:30.43
Andre Lopes,BIKE4,01:13:26.583,34,+05:33.18
Pieter Heemeryck,BIKE4,01:13:30.397,,
Reinaldo Colucci,BIKE4,01:13:32.507,,
Tomasz Szala,BIKE4,01:13:36.773,35,+05:43.37
Ben Hamilton,BIKE4,01:14:07.539,36,+06:14.13
Chris Leiferman,BIKE4,01:14:18.235,,
Cameron Wurf,BIKE4,01:14:40.522,37,+06:47.12
Lionel Sanders,BIKE4,01:15:17.045,38,+07:23.64
Tristan Olij,BIKE4,01:15:18.237,39,+07:24.83
Jason Pohl,BIKE4,01:15:19.591,40,+07:26.18
Rasmus Svenningsson,BIKE4,01:16:34.043,41,+08:40.64
Trevor Foley,BIKE4,01:17:37.285,,
Michael Weiss,BIKE4,01:17:38.512,42,+09:45.11
Matt Burton,BIKE4,01:17:46.849,,
Arthur Horseau,BIKE4,01:20:41.281,,
Sam Laidlow,BIKE5,01:10:03.532,1,
Matthew Marquardt,BIKE5,01:11:17.807,2,+01:14.27
Patrick Lange,BIKE5,01:11:18.75,3,+01:15.22
Antonio Benito López,BIKE5,01:11:19.761,4,+01:16.23
Ben Kanute,BIKE5,01:11:21.658,5,+01:18.13
Finn Große-Freese,BIKE5,01:11:23.047,6,+01:19.51
Paul Schuster,BIKE5,01:11:24.553,7,+01:21.02
Kacper Stepniak,BIKE5,01:11:24.701,8,+01:21.17
Kieran Lindars,BIKE5,01:11:25.913,9,+01:22.38
Kristian Blummenfelt,BIKE5,01:11:27.675,10,+01:24.14
Steven McKenna,BIKE5,01:11:28.50,11,+01:24.97
Rudy Von Berg,BIKE5,01:11:29.85,12,+01:26.32
Gregory Barnaby,BIKE5,01:11:30.69,13,+01:27.16
Sam Appleton,BIKE5,01:11:32.009,14,+01:28.48
Menno Koolhaas,BIKE5,01:11:33.334,15,+01:29.80
Daniel Bækkegård,BIKE5,01:11:34.372,16,+01:30.84
Clément Mignon,BIKE5,01:11:36.514,,
Nick Thompson,BIKE5,01:11:38.258,17,+01:34.73
Braden Currie,BIKE5,01:11:39.559,18,+01:36.03
David McNamee,BIKE5,01:12:02.252,19,+01:58.72
Magnus Ditlev,BIKE5,01:12:12.008,20,+02:08.48
Kristian Høgenhaug,BIKE5,01:12:13.056,21,+02:09.52
Robert Wilkowiecki,BIKE5,01:12:16.809,,
Robert Kallin,BIKE5,01:13:04.732,22,+03:01.20
Bradley Weiss,BIKE5,01:13:05.75,23,+03:02.22
Mathias Petersen,BIKE5,01:13:06.78,24,+03:03.25
Dylan Magnien,BIKE5,01:13:12.876,25,+03:09.34
Denis Chevrot,BIKE5,01:13:55.735,,
Leon Chevalier,BIKE5,01:15:03.907,26,+05:00.38
Igor Amorelli,BIKE5,01:15:07.379,27,+05:03.85
Thor Bendix Madsen,BIKE5,01:15:11.558,28,+05:08.03
Gustav Iden,BIKE5,01:15:12.622,,
Jackson Laundry,BIKE5,01:15:14.157,29,+05:10.63
Leonard Arnold,BIKE5,01:15:15.50,,
Mike Phillips,BIKE5,01:15:16.55,30,+05:13.02
Arnaud Guilloux,BIKE5,01:15:32.313,,
Matt Hanson,BIKE5,01:15:34.162,31,+05:30.63
Stenn Goetstouwers,BIKE5,01:15:35.054,32,+05:31.52
Jonas Hoffmann,BIKE5,01:15:36.513,33,+05:32.98
Andre Lopes,BIKE5,01:15:44.916,34,+05:41.38
Pieter Heemeryck,BIKE5,01:15:49.303,,
Reinaldo Colucci,BIKE5,01:15:52.913,,
Tomasz Szala,BIKE5,01:15:59.118,35,+05:55.59
Ben Hamilton,BIKE5,01:16:28.414,36,+06:24.88
Chris Leiferman,BIKE5,01:16:31.61,,
Cameron Wurf,BIKE5,01:16:55.655,37,+06:52.12
Lionel Sanders,BIKE5,01:17:35.79,38,+07:32.26
Tristan Olij,BIKE5,01:17:37.285,39,+07:33.75
Jason Pohl,BIKE5,01:17:38.498,40,+07:34.97
Rasmus Svenningsson,BIKE5,01:19:00.223,41,+08:56.69
Trevor Foley,BIKE5,01:19:51.104,,
Michael Weiss,BIKE5,01:19:52.028,42,+09:48.50
Matt Burton,BIKE5,01:20:04.458,,
Arthur Horseau,BIKE5,01:23:03.789,,
Sam Laidlow,BIKE6,01:11:30.459,1,
Matthew Marquardt,BIKE6,01:12:52.516,2,+01:22.06
Patrick Lange,BIKE6,01:12:53.577,3,+01:23.12
Antonio Benito López,BIKE6,01:12:54.711,4,+01:24.25
Ben Kanute,BIKE6,01:12:57.316,5,+01:26.86
Finn Große-Freese,BIKE6,01:12:58.729,6,+01:28.27
Kacper Stepniak,BIKE6,01:13:00.709,7,+01:30.25
Paul Schuster,BIKE6,01:13:02.529,8,+01:32.07
Kieran Lindars,BIKE6,01:13:04.33,9,+01:33.87
Kristian Blummenfelt,BIKE6,01:13:07.413,10,+01:36.95
Steven McKenna,BIKE6,01:13:08.773,11,+01:38.31
Rudy Von Berg,BIKE6,01:13:10.742,12,+01:40.28
Gregory Barnaby,BIKE6,01:13:12.113,13,+01:41.65
Sam Appleton,BIKE6,01:13:13.984,14,+01:43.53
Menno Koolhaas,BIKE6,01:13:15.412,15,+01:44.95
Daniel Bækkegård,BIKE6,01:13:17.636,16,+01:47.18
Clément Mignon,BIKE6,01:13:20.209,,
Nick Thompson,BIKE6,01:13:22.60,17,+01:52.14
Braden Currie,BIKE6,01:13:24.681,18,+01:54.22
David McNamee,BIKE6,01:13:35.236,19,+02:04.78
Magnus Ditlev,BIKE6,01:13:38.683,20,+02:08.22
Kristian Høgenhaug,BIKE6,01:13:40.068,21,+02:09.61
Robert Wilkowiecki,BIKE6,01:13:48.493,,
Robert Kallin,BIKE6,01:14:38.395,22,+03:07.94
Bradley Weiss,BIKE6,01:14:39.619,23,+03:09.16
Mathias Petersen,BIKE6,01:14:41.146,24,+03:10.69
Dylan Magnien,BIKE6,01:14:53.68,25,+03:23.22
Denis Chevrot,BIKE6,01:15:40.184,,
Leon Chevalier,BIKE6,01:16:35.183,26,+05:04.72
Gustav Iden,BIKE6,01:16:42.95,,
Thor Bendix Madsen,BIKE6,01:16:43.384,27,+05:12.93
Igor Amorelli,BIKE6,01:16:46.427,28,+05:15.97
Jackson Laundry,BIKE6,01:16:46.594,29,+05:16.14
Leonard Arnold,BIKE6,01:16:48.563,,
Mike Phillips,BIKE6,01:16:49.844,30,+05:19.39
Arnaud Guilloux,BIKE6,01:17:01.021,,
Matt Hanson,BIKE6,01:17:04.597,31,+05:34.14
Stenn Goetstouwers,BIKE6,01:17:05.976,32,+05:35.52
Jonas Hoffmann,BIKE6,01:17:07.367,33,+05:36.91
Pieter Heemeryck,BIKE6,01:17:19.748,,
Andre Lopes,BIKE6,01:17:20.93,34,+05:50.47
Reinaldo Colucci,BIKE6,01:17:25.816,,
Tomasz Szala,BIKE6,01:17:30.596,35,+06:00.14
Chris Leiferman,BIKE6,01:18:03.499,,
Ben Hamilton,BIKE6,01:18:04.884,36,+06:34.43
Cameron Wurf,BIKE6,01:18:27.611,37,+06:57.15
Lionel Sanders,BIKE6,01:19:12.315,38,+07:41.86
Jason Pohl,BIKE6,01:19:14.003,39,+07:43.54
Tristan Olij,BIKE6,01:19:15.136,40,+07:44.68
Rasmus Svenningsson,BIKE6,01:20:45.564,41,+09:15.11
Trevor Foley,BIKE6,01:21:25.337,,
Michael Weiss,BIKE6,01:21:26.871,42,+09:56.41
Matt Burton,BIKE6,01:21:36.983,,
Arthur Horseau,BIKE6,01:24:48.788,,
Sam Laidlow,BIKE7,01:12:58.323,1,
Patrick Lange,BIKE7,01:14:24.756,2,+01:26.43
Matthew Marquardt,BIKE7,01:14:25.837,3,+01:27.51
Antonio Benito López,BIKE7,01:14:26.977,4,+01:28.65
Ben Kanute,BIKE7,01:14:28.964,5,+01:30.64
Finn Große-Freese,BIKE7,01:14:30.372,6,+01:32.05
Kacper Stepniak,BIKE7,01:14:32.223,7,+01:33.90
Paul Schuster,BIKE7,01:14:33.618,8,+01:35.30
Kieran Lindars,BIKE7,01:14:34.994,9,+01:36.67
Kristian Blummenfelt,BIKE7,01:14:36.544,10,+01:38.22
Steven McKenna,BIKE7,01:14:37.307,11,+01:38.98
Rudy Von Berg,BIKE7,01:14:39.06,12,+01:40.74
Gregory Barnaby,BIKE7,01:14:40.062,13,+01:41.74
Sam Appleton,BIKE7,01:14:41.272,14,+01:42.95
Menno Koolhaas,BIKE7,01:14:42.389,15,+01:44.07
Daniel Bækkegård,BIKE7,01:14:43.885,16,+01:45.56
Clément Mignon,BIKE7,01:14:48.049,,
Nick Thompson,BIKE7,01:14:50.253,17,+01:51.93
Braden Currie,BIKE7,01:14:52.396,18,+01:54.07
Magnus Ditlev,BIKE7,01:15:03.118,19,+02:04.80
David McNamee,BIKE7,01:15:04.498,20,+02:06.17
Kristian Høgenhaug,BIKE7,01:15:06.321,21,+02:08.00
Robert Wilkowiecki,BIKE7,01:15:21.178,,
Robert Kallin,BIKE7,01:16:09.60,22,+03:11.28
Bradley Weiss,BIKE7,01:16:10.881,23,+03:12.56
Mathias Petersen,BIKE7,01:16:12.001,24,+03:13.68
Dylan Magnien,BIKE7,01:16:32.117,25,+03:33.79
Denis Chevrot,BIKE7,01:17:18.969,,
Leon Chevalier,BIKE7,01:18:06.476,26,+05:08.15
Gustav Iden,BIKE7,01:18:11.979,,
Thor Bendix Madsen,BIKE7,01:18:13.554,27,+05:15.23
Jackson Laundry,BIKE7,01:18:14.768,28,+05:16.45
